cod_cliente;Escolaridade;Tem Filhos;Salário;Idade;Estado Civil;Profissão;Número de Cartões de Crédito;cod_estado
4336;Fundamental;Sim;1311.7;29.98;Casado;Outros;2;27
4337;Fundamental;Não;1605.07;67.42;Divorciado;Advogado;0;20
4338;Pós-Graduação;Sim;1071.58;63.22;Solteiro;Professor;0;6
4339;Pós-Graduação;Não;1496.69;62.04;Casado;Engenheiro;0;22
4340;Fundamental;Não;5747.1;59.91;Divorciado;Médico;1;3
4341;Fundamental;Não;8511.1;53.94;Divorciado;Artista;0;8
4342;Médio;Sim;4523.03;70.52;Divorciado;Médico;1;1
4343;Superior;Não;8040.93;60.22;Solteiro;Médico;1;20
4344;Médio;Sim;9458.56;48.78;Solteiro;Estudante;0;21
4345;Fundamental;Não;8295.17;77.18;Viúvo;Médico;2;22
4346;Médio;Não;3190.17;72.66;Solteiro;Empresário;2;5
4347;Fundamental;Não;5514.57;39.85;Viúvo;Artista;3;16
4348;Médio;Não;1826.65;47.7;Solteiro;Empresário;2;19
4349;Médio;Não;2222.08;71.1;Casado;Empresário;2;20
4350;Médio;Não;1888.47;31.68;Viúvo;Empresário;1;24
4351;Pós-Graduação;Sim;8167.03;60.34;Casado;Médico;3;7
4352;Pós-Graduação;Não;8428.62;71.86;Divorciado;Engenheiro;2;2
4353;Médio;Não;2240.54;18.23;Divorciado;Engenheiro;3;23
4354;Pós-Graduação;Sim;8969.25;18.43;Solteiro;Outros;3;20
4355;Pós-Graduação;Não;2116.89;62.14;Viúvo;Professor;3;27
4356;Fundamental;Sim;5010.26;50.55;Viúvo;Advogado;1;11
4357;Fundamental;Sim;5935.26;34.1;Casado;Artista;1;2
4358;Fundamental;Sim;4413.54;33.08;Solteiro;Estudante;2;19
4359;Médio;Sim;4954.64;40.75;Divorciado;Empresário;1;22
4360;Médio;Não;7855.59;78.07;Solteiro;Empresário;3;22
4361;Pós-Graduação;Não;1315.19;42.15;Divorciado;Advogado;0;5
4362;Médio;Não;7408.39;59.93;Solteiro;Advogado;0;25
4363;Fundamental;Sim;3620.34;19.39;Viúvo;Professor;0;25
4364;Pós-Graduação;Sim;8670.15;62.81;Casado;Estudante;1;25
4365;Médio;Sim;7155.31;22.65;Casado;Engenheiro;1;4
4366;Superior;Sim;5343.76;36.58;Casado;Empresário;0;17
4367;Médio;Sim;9784.62;75.11;Divorciado;Outros;0;5
4368;Superior;Não;8268.61;46.72;Solteiro;Advogado;2;22
4369;Superior;Não;7385.76;36.41;Divorciado;Outros;3;10
4370;Superior;Não;4928.01;64.38;Viúvo;Outros;2;22
4371;Superior;Sim;9211.15;73.23;Divorciado;Médico;3;18
4372;Médio;Sim;2604.01;49.99;Casado;Empresário;2;10
4373;Fundamental;Sim;8507.41;77.58;Divorciado;Artista;3;16
4374;Pós-Graduação;Sim;9749.81;19.36;Viúvo;Professor;0;17
4375;Pós-Graduação;Não;3443.01;43.77;Viúvo;Estudante;2;12
4376;Fundamental;Sim;9390.75;60.74;Casado;Artista;2;1
4377;Médio;Não;1947.64;76.36;Casado;Médico;2;23
4378;Pós-Graduação;Sim;3242.4;42.75;Divorciado;Professor;0;23
4379;Fundamental;Sim;1262.97;63.51;Viúvo;Artista;2;23
4380;Fundamental;Não;1897.45;63.91;Casado;Engenheiro;3;17
4381;Fundamental;Sim;2472.12;41.45;Casado;Engenheiro;2;21
4382;Fundamental;Sim;9964.17;34.55;Divorciado;Professor;3;22
4383;Pós-Graduação;Sim;4597.28;20.33;Viúvo;Empresário;3;5
4384;Fundamental;Sim;9683.16;26.86;Casado;Artista;2;22
4385;Fundamental;Não;7208.61;30.36;Solteiro;Outros;2;25
4386;Superior;Não;4958.38;59.64;Viúvo;Engenheiro;1;4
4387;Pós-Graduação;Sim;7097.77;41.23;Divorciado;Estudante;1;24
4388;Pós-Graduação;Não;1108.14;73.67;Casado;Empresário;3;13
4389;Superior;Sim;8405.88;75.47;Solteiro;Artista;3;2
4390;Médio;Sim;9087.05;44.94;Casado;Engenheiro;3;27
4391;Médio;Não;5370.74;20.6;Viúvo;Professor;2;19
4392;Superior;Não;5990.45;36.9;Divorciado;Professor;2;18
4393;Médio;Sim;2567.86;27.76;Casado;Médico;3;1
4394;Médio;Sim;1806.74;25.65;Divorciado;Engenheiro;2;5
4395;Superior;Não;5231.8;49.05;Divorciado;Professor;2;26
4396;Pós-Graduação;Não;2537.15;41.62;Divorciado;Outros;1;27
4397;Fundamental;Sim;2094.86;75.19;Solteiro;Artista;3;15
4398;Médio;Não;1383.34;47.94;Viúvo;Estudante;2;24
4399;Superior;Sim;4778.23;63.38;Divorciado;Artista;1;19
4400;Fundamental;Não;7500.12;39.64;Casado;Engenheiro;0;3
4401;Superior;Sim;8129.15;20.83;Solteiro;Professor;3;14
4402;Superior;Não;6559.95;45.07;Divorciado;Médico;3;6
4403;Fundamental;Sim;9181.13;66.28;Casado;Médico;3;12
4404;Superior;Sim;2580.64;77.01;Solteiro;Engenheiro;1;19
4405;Fundamental;Sim;8086.79;25.02;Viúvo;Advogado;3;18
4406;Superior;Sim;5063.98;76.37;Solteiro;Outros;1;7
4407;Pós-Graduação;Não;8264.45;61.39;Viúvo;Médico;0;26
4408;Médio;Não;6307.42;49.36;Solteiro;Advogado;0;9
4409;Superior;Sim;4797.25;23.71;Casado;Advogado;2;15
4410;Fundamental;Sim;4490.63;25.76;Solteiro;Outros;0;16
4411;Pós-Graduação;Sim;6259.43;41.51;Viúvo;Advogado;2;6
4412;Fundamental;Sim;6393.94;40.93;Divorciado;Advogado;0;18
4413;Médio;Não;3955.92;31.4;Solteiro;Médico;3;22
4414;Fundamental;Sim;1674.18;74.25;Casado;Empresário;1;9
4415;Superior;Sim;8252.44;22.0;Viúvo;Outros;1;4
4416;Pós-Graduação;Sim;8581.58;39.94;Viúvo;Advogado;1;24
4417;Fundamental;Não;9380.16;26.62;Solteiro;Engenheiro;3;19
4418;Fundamental;Não;7153.62;71.69;Casado;Empresário;3;4
4419;Pós-Graduação;Não;7213.3;39.61;Viúvo;Estudante;2;24
4420;Superior;Sim;6678.92;53.11;Viúvo;Advogado;3;26
4421;Fundamental;Não;1369.64;32.43;Solteiro;Professor;0;7
4422;Médio;Não;7412.3;71.4;Solteiro;Estudante;1;6
4423;Médio;Não;5061.18;68.34;Divorciado;Outros;1;9
4424;Fundamental;Não;3598.05;24.84;Solteiro;Empresário;1;12
4425;Superior;Sim;9165.48;19.13;Solteiro;Artista;3;14
4426;Médio;Não;2262.06;47.16;Casado;Advogado;3;1
4427;Superior;Não;8962.06;32.87;Solteiro;Empresário;1;19
4428;Superior;Sim;2043.63;75.43;Solteiro;Professor;2;26
4429;Pós-Graduação;Sim;8415.98;35.11;Divorciado;Professor;1;20
4430;Pós-Graduação;Não;7709.73;33.87;Viúvo;Engenheiro;0;17
4431;Pós-Graduação;Sim;7408.93;45.62;Solteiro;Médico;3;8
4432;Superior;Sim;3798.43;65.26;Casado;Professor;3;26
4433;Pós-Graduação;Sim;6215.4;21.89;Casado;Estudante;0;25
4434;Médio;Não;3633.67;42.2;Divorciado;Estudante;3;16
4435;Pós-Graduação;Não;3138.35;27.37;Divorciado;Empresário;2;9
4436;Fundamental;Não;4491.91;68.94;Solteiro;Advogado;1;2
4437;Superior;Sim;8864.65;75.66;Divorciado;Engenheiro;2;1
4438;Superior;Não;3191.71;22.82;Casado;Professor;2;27
4439;Médio;Sim;4083.13;25.21;Divorciado;Médico;2;26
4440;Fundamental;Sim;6641.93;60.25;Divorciado;Engenheiro;0;1
4441;Superior;Sim;6136.6;31.53;Casado;Artista;3;14
4442;Superior;Sim;6998.62;46.46;Casado;Artista;3;6
4443;Superior;Não;1490.1;35.42;Casado;Médico;3;17
4444;Pós-Graduação;Sim;2665.52;73.28;Casado;Professor;2;21
4445;Pós-Graduação;Não;9579.51;54.62;Viúvo;Médico;3;13
4446;Superior;Sim;2053.4;63.92;Divorciado;Empresário;0;15
4447;Fundamental;Sim;6779.3;52.11;Casado;Artista;1;4
4448;Superior;Não;2329.87;41.88;Viúvo;Artista;0;1
4449;Pós-Graduação;Não;4931.41;35.3;Casado;Empresário;2;18
4450;Pós-Graduação;Não;3362.71;74.07;Solteiro;Outros;1;26
4451;Fundamental;Não;9805.37;70.23;Solteiro;Estudante;1;25
4452;Médio;Sim;8220.52;19.48;Divorciado;Engenheiro;0;14
4453;Fundamental;Sim;7261.87;51.5;Casado;Professor;0;18
4454;Médio;Não;3391.58;37.18;Solteiro;Engenheiro;2;22
4455;Pós-Graduação;Sim;9429.72;64.74;Viúvo;Artista;1;24
4456;Médio;Sim;3559.66;37.4;Casado;Professor;3;3
4457;Médio;Sim;3512.73;72.44;Solteiro;Médico;2;24
4458;Fundamental;Sim;2797.24;63.58;Solteiro;Engenheiro;0;8
4459;Pós-Graduação;Não;8223.18;66.65;Divorciado;Empresário;0;19
4460;Superior;Sim;6595.23;74.16;Solteiro;Médico;1;6
4461;Fundamental;Não;2124.54;27.61;Solteiro;Outros;3;26
4462;Fundamental;Não;3805.93;75.66;Viúvo;Advogado;0;24
4463;Médio;Não;3769.19;29.25;Casado;Outros;3;10
4464;Médio;Sim;5919.17;41.92;Divorciado;Advogado;2;21
4465;Fundamental;Não;8017.99;64.34;Divorciado;Advogado;3;22
4466;Superior;Não;2563.34;57.67;Viúvo;Artista;2;23
4467;Superior;Sim;7200.91;51.56;Casado;Professor;0;21
4468;Pós-Graduação;Não;7321.53;39.55;Casado;Artista;3;9
4469;Pós-Graduação;Não;1128.14;62.0;Solteiro;Médico;2;6
4470;Superior;Não;4887.07;32.5;Viúvo;Médico;1;6
4471;Fundamental;Sim;6313.51;42.8;Viúvo;Professor;2;22
4472;Pós-Graduação;Sim;8411.64;22.16;Solteiro;Artista;0;22
4473;Superior;Sim;5494.42;55.06;Solteiro;Estudante;0;26
4474;Pós-Graduação;Não;9446.58;76.38;Solteiro;Advogado;2;13
4475;Pós-Graduação;Sim;4741.81;23.04;Viúvo;Outros;0;17
4476;Pós-Graduação;Sim;3435.46;35.74;Casado;Médico;0;25
4477;Médio;Não;7029.73;63.52;Solteiro;Empresário;3;16
4478;Fundamental;Não;4325.23;57.47;Casado;Outros;0;21
4479;Fundamental;Não;8203.78;63.97;Divorciado;Médico;1;19
4480;Fundamental;Sim;2215.58;34.62;Divorciado;Estudante;3;8
4481;Superior;Não;2421.08;21.7;Casado;Estudante;3;12
4482;Fundamental;Não;8255.79;43.15;Divorciado;Empresário;2;3
4483;Pós-Graduação;Sim;5963.51;58.31;Casado;Estudante;2;21
4484;Médio;Sim;6233.21;75.83;Viúvo;Professor;1;16
4485;Superior;Não;4141.33;59.3;Viúvo;Engenheiro;0;15
4486;Superior;Não;7444.75;24.87;Viúvo;Médico;2;22
4487;Médio;Não;2695.42;56.61;Divorciado;Estudante;2;27
4488;Pós-Graduação;Não;2318.24;58.68;Viúvo;Advogado;2;21
4489;Fundamental;Sim;6801.94;25.86;Casado;Artista;0;17
4490;Superior;Sim;4852.16;75.94;Casado;Outros;0;13
4491;Pós-Graduação;Sim;3744.4;64.44;Solteiro;Empresário;1;13
4492;Fundamental;Sim;9166.75;41.96;Divorciado;Engenheiro;2;26
4493;Superior;Não;3450.44;74.74;Viúvo;Empresário;0;4
4494;Pós-Graduação;Sim;3397.35;60.36;Solteiro;Outros;1;11
4495;Médio;Sim;7851.87;47.59;Divorciado;Advogado;3;9
4496;Superior;Sim;4085.7;79.56;Casado;Advogado;1;27
4497;Superior;Não;2324.64;67.42;Viúvo;Professor;0;13
4498;Pós-Graduação;Sim;7260.76;54.66;Viúvo;Estudante;3;25
4499;Médio;Sim;5986.96;29.25;Viúvo;Advogado;2;5
4500;Superior;Sim;4457.02;39.35;Viúvo;Médico;0;7
4501;Superior;Não;4080.86;44.41;Casado;Engenheiro;0;8
4502;Superior;Sim;2639.91;77.41;Divorciado;Estudante;0;12
4503;Médio;Não;7465.87;76.24;Divorciado;Estudante;1;25
4504;Pós-Graduação;Não;8930.73;21.53;Casado;Médico;1;25
4505;Médio;Não;6894.41;47.56;Viúvo;Estudante;1;12
4506;Médio;Sim;6595.71;74.99;Solteiro;Professor;1;15
4507;Pós-Graduação;Sim;8992.53;57.9;Casado;Estudante;3;27
4508;Médio;Sim;5443.23;51.26;Viúvo;Estudante;1;2
4509;Médio;Não;2405.27;38.28;Casado;Outros;2;24
4510;Fundamental;Sim;6558.5;21.15;Divorciado;Empresário;0;9
4511;Superior;Não;4663.54;44.42;Casado;Engenheiro;1;22
4512;Pós-Graduação;Não;3042.4;31.88;Viúvo;Artista;1;7
4513;Médio;Sim;3125.19;33.87;Divorciado;Artista;2;11
4514;Fundamental;Sim;8831.26;48.17;Solteiro;Médico;0;14
4515;Fundamental;Não;3730.37;56.03;Viúvo;Professor;0;2
4516;Fundamental;Sim;7974.11;27.63;Viúvo;Outros;0;27
4517;Superior;Não;1044.8;63.49;Solteiro;Advogado;0;16
4518;Pós-Graduação;Não;6925.88;41.35;Casado;Médico;1;9
4519;Médio;Não;6599.53;38.61;Viúvo;Outros;0;10
4520;Médio;Sim;4011.57;46.79;Divorciado;Empresário;2;25
4521;Superior;Sim;3478.7;49.23;Viúvo;Médico;1;18
4522;Superior;Sim;9228.21;58.98;Divorciado;Médico;0;19
4523;Fundamental;Não;9903.37;56.14;Divorciado;Advogado;0;11
4524;Fundamental;Não;3118.4;60.02;Viúvo;Outros;1;10
4525;Pós-Graduação;Sim;5874.66;51.32;Solteiro;Engenheiro;0;13
4526;Pós-Graduação;Sim;7935.62;44.48;Divorciado;Professor;2;15
4527;Pós-Graduação;Não;7701.24;66.86;Solteiro;Professor;0;15
4528;Pós-Graduação;Sim;4573.17;59.68;Viúvo;Outros;3;14
4529;Fundamental;Sim;2814.31;37.45;Divorciado;Professor;2;5
4530;Pós-Graduação;Não;2646.66;36.5;Viúvo;Empresário;0;6
4531;Fundamental;Não;5092.68;72.34;Divorciado;Outros;1;25
4532;Pós-Graduação;Sim;8550.34;74.7;Solteiro;Empresário;2;11
4533;Superior;Sim;3185.37;78.87;Solteiro;Engenheiro;0;23
4534;Médio;Não;8260.08;71.33;Divorciado;Artista;2;23
4535;Fundamental;Não;6252.27;38.45;Viúvo;Médico;1;11
4536;Médio;Não;6036.08;23.0;Casado;Advogado;2;17
4537;Pós-Graduação;Não;4078.28;48.27;Viúvo;Médico;1;9
4538;Fundamental;Sim;2458.22;35.72;Viúvo;Artista;1;8
4539;Fundamental;Sim;8222.97;78.8;Viúvo;Advogado;0;19
4540;Pós-Graduação;Sim;9890.19;78.48;Divorciado;Advogado;0;26
4541;Pós-Graduação;Não;7561.73;55.45;Solteiro;Outros;1;21
4542;Fundamental;Não;7441.85;60.79;Solteiro;Estudante;1;16
4543;Pós-Graduação;Não;2042.84;44.43;Casado;Médico;2;27
4544;Superior;Sim;2999.69;38.63;Viúvo;Advogado;3;5
4545;Superior;Não;1136.56;62.75;Solteiro;Advogado;3;13
4546;Fundamental;Não;9977.94;79.78;Viúvo;Estudante;1;17
4547;Pós-Graduação;Não;1296.3;42.29;Viúvo;Outros;1;3
4548;Médio;Não;7332.3;43.03;Divorciado;Advogado;3;16
4549;Médio;Sim;8711.78;63.88;Divorciado;Médico;0;8
4550;Pós-Graduação;Sim;6773.52;32.09;Divorciado;Engenheiro;2;5
4551;Fundamental;Não;3923.43;63.7;Casado;Médico;3;10
4552;Fundamental;Não;2183.41;34.0;Divorciado;Advogado;3;26
4553;Médio;Não;5337.61;52.31;Solteiro;Outros;0;26
4554;Médio;Sim;1664.6;33.05;Divorciado;Outros;2;8
4555;Superior;Não;6569.52;70.99;Casado;Advogado;3;17
4556;Superior;Não;4041.66;68.45;Solteiro;Advogado;1;27
4557;Fundamental;Sim;9345.2;64.63;Casado;Outros;2;20
4558;Médio;Sim;1035.87;23.07;Casado;Professor;1;14
4559;Médio;Sim;1054.87;36.41;Divorciado;Engenheiro;3;8
4560;Fundamental;Sim;3276.72;74.96;Viúvo;Advogado;0;22
4561;Superior;Não;9107.74;76.19;Casado;Médico;2;21
4562;Fundamental;Não;9277.92;29.56;Casado;Médico;1;3
4563;Médio;Não;4722.75;75.36;Solteiro;Empresário;3;22
4564;Pós-Graduação;Não;7683.37;52.45;Divorciado;Médico;1;15
4565;Fundamental;Não;7531.59;72.5;Divorciado;Outros;0;4
4566;Médio;Sim;5285.01;36.82;Casado;Outros;0;10
4567;Pós-Graduação;Sim;4955.56;48.12;Casado;Empresário;3;4
4568;Superior;Sim;1253.83;74.39;Solteiro;Advogado;1;14
4569;Pós-Graduação;Não;5616.17;36.55;Solteiro;Outros;0;23
4570;Superior;Sim;6450.67;52.65;Casado;Artista;1;13
4571;Pós-Graduação;Não;7103.13;72.09;Divorciado;Outros;0;17
4572;Superior;Sim;4079.19;57.62;Solteiro;Estudante;0;14
4573;Pós-Graduação;Não;5684.77;52.73;Casado;Outros;1;22
4574;Pós-Graduação;Sim;3031.65;39.79;Divorciado;Advogado;0;4
4575;Superior;Sim;3315.63;45.87;Viúvo;Engenheiro;2;18
4576;Fundamental;Sim;8416.34;23.73;Casado;Professor;0;9
4577;Médio;Sim;3679.0;18.02;Divorciado;Professor;3;12
4578;Superior;Sim;3503.38;62.37;Viúvo;Outros;3;19
4579;Médio;Sim;9565.25;76.08;Solteiro;Empresário;3;13
4580;Fundamental;Sim;7849.6;60.11;Solteiro;Engenheiro;0;27
4581;Médio;Não;5311.12;40.76;Solteiro;Artista;2;3
4582;Médio;Sim;1461.2;23.99;Solteiro;Médico;2;7
4583;Médio;Sim;6068.01;52.7;Casado;Outros;2;17
4584;Pós-Graduação;Não;4299.61;68.72;Casado;Advogado;0;17
4585;Fundamental;Não;2197.77;44.38;Solteiro;Engenheiro;3;27
4586;Fundamental;Sim;4032.93;41.96;Divorciado;Engenheiro;0;10
4587;Médio;Não;4565.46;60.4;Solteiro;Médico;1;2
4588;Pós-Graduação;Sim;5428.55;74.76;Casado;Estudante;0;5
4589;Pós-Graduação;Não;2802.61;51.47;Divorciado;Professor;1;25
4590;Pós-Graduação;Não;9819.1;44.85;Solteiro;Artista;3;13
4591;Pós-Graduação;Não;2590.33;30.75;Divorciado;Engenheiro;3;27
4592;Superior;Sim;7645.25;56.19;Divorciado;Professor;0;19
4593;Fundamental;Não;8595.06;44.95;Viúvo;Advogado;0;10
4594;Médio;Não;9977.41;64.62;Casado;Engenheiro;2;6
4595;Fundamental;Não;9942.51;44.91;Viúvo;Engenheiro;1;27
4596;Fundamental;Não;2289.88;38.63;Divorciado;Outros;0;13
4597;Pós-Graduação;Sim;5374.17;19.58;Casado;Estudante;0;22
4598;Pós-Graduação;Não;6735.72;52.0;Viúvo;Engenheiro;2;10
4599;Fundamental;Não;3972.28;64.55;Divorciado;Médico;3;23
4600;Superior;Não;3083.39;29.17;Viúvo;Empresário;2;3
4601;Médio;Não;7711.71;47.16;Divorciado;Estudante;2;14
4602;Superior;Sim;6984.5;43.0;Viúvo;Outros;0;12
4603;Médio;Sim;6741.78;52.66;Casado;Médico;3;20
4604;Médio;Sim;3050.11;40.72;Solteiro;Advogado;1;17
4605;Superior;Não;3704.64;21.54;Divorciado;Professor;0;20
4606;Médio;Não;1315.49;65.11;Casado;Médico;0;1
4607;Superior;Não;2542.26;27.31;Casado;Artista;3;19
4608;Superior;Não;9866.7;64.77;Divorciado;Empresário;2;3
4609;Pós-Graduação;Não;7407.16;46.34;Casado;Engenheiro;3;5
4610;Médio;Não;1846.34;36.82;Casado;Artista;3;27
4611;Pós-Graduação;Não;5528.39;64.29;Solteiro;Outros;2;3
4612;Superior;Não;3992.46;50.42;Divorciado;Empresário;0;1
4613;Médio;Sim;6954.74;78.38;Solteiro;Estudante;0;14
4614;Superior;Sim;3781.38;53.29;Viúvo;Engenheiro;2;6
4615;Médio;Não;7887.0;69.84;Divorciado;Empresário;0;21
4616;Pós-Graduação;Não;4473.93;68.15;Viúvo;Estudante;0;15
4617;Superior;Sim;8416.67;75.11;Viúvo;Artista;0;24
4618;Fundamental;Sim;7242.1;26.71;Casado;Engenheiro;1;12
4619;Pós-Graduação;Sim;6232.09;33.71;Viúvo;Professor;2;1
4620;Médio;Sim;9273.36;66.3;Casado;Advogado;1;14
4621;Fundamental;Não;8035.75;27.82;Casado;Empresário;1;27
4622;Pós-Graduação;Não;4444.73;54.36;Solteiro;Empresário;2;10
4623;Fundamental;Não;5871.2;49.1;Viúvo;Médico;2;26
4624;Fundamental;Não;9777.15;26.36;Casado;Engenheiro;0;10
4625;Superior;Não;3113.33;32.43;Divorciado;Médico;0;26
4626;Fundamental;Sim;4394.82;61.78;Casado;Artista;0;25
4627;Médio;Sim;5065.99;31.03;Solteiro;Outros;0;22
4628;Médio;Não;2181.74;76.9;Divorciado;Médico;3;22
4629;Superior;Não;4864.63;32.83;Solteiro;Engenheiro;3;20
4630;Fundamental;Sim;7370.41;78.0;Divorciado;Empresário;2;12
4631;Médio;Não;4145.55;66.27;Divorciado;Estudante;2;21
4632;Fundamental;Não;8868.71;57.01;Casado;Outros;2;22
4633;Pós-Graduação;Não;4061.38;76.96;Casado;Advogado;3;12
4634;Médio;Sim;9402.49;61.72;Viúvo;Empresário;1;17
4635;Fundamental;Sim;7948.53;43.59;Viúvo;Advogado;3;23
4636;Fundamental;Não;3096.69;51.93;Solteiro;Advogado;3;19
4637;Fundamental;Sim;9133.93;50.1;Divorciado;Empresário;1;25
4638;Pós-Graduação;Sim;2447.69;74.21;Divorciado;Artista;0;21
4639;Médio;Não;5382.35;31.34;Divorciado;Médico;2;5
4640;Pós-Graduação;Não;4403.48;68.39;Viúvo;Outros;2;15
4641;Fundamental;Não;8979.16;33.2;Divorciado;Empresário;1;3
4642;Médio;Não;4098.78;39.8;Viúvo;Artista;2;3
4643;Superior;Sim;2914.26;46.14;Divorciado;Médico;2;13
4644;Pós-Graduação;Sim;9212.72;35.41;Solteiro;Outros;3;14
4645;Superior;Não;7470.23;43.05;Divorciado;Advogado;3;15
4646;Médio;Sim;8098.08;41.65;Casado;Advogado;1;19
4647;Superior;Não;1756.09;28.64;Viúvo;Médico;3;26
4648;Superior;Não;2563.44;79.33;Viúvo;Engenheiro;1;16
4649;Superior;Não;2822.47;75.79;Viúvo;Estudante;3;1
4650;Médio;Sim;4726.44;69.61;Solteiro;Médico;0;16
4651;Pós-Graduação;Não;7815.01;51.25;Divorciado;Professor;3;27
4652;Pós-Graduação;Não;4050.78;31.78;Casado;Professor;0;16
4653;Pós-Graduação;Sim;3453.22;61.2;Divorciado;Empresário;2;18
4654;Fundamental;Sim;7031.96;62.77;Viúvo;Outros;0;12
4655;Fundamental;Não;9105.89;73.35;Solteiro;Artista;2;24
4656;Médio;Sim;4217.09;52.44;Divorciado;Artista;3;27
4657;Superior;Sim;1463.32;43.23;Viúvo;Médico;1;7
4658;Médio;Não;5204.74;40.74;Viúvo;Engenheiro;0;19
4659;Fundamental;Sim;7604.57;64.57;Solteiro;Engenheiro;2;15
4660;Fundamental;Sim;9953.2;57.24;Viúvo;Empresário;3;14
4661;Médio;Não;2978.19;67.35;Solteiro;Outros;1;13
4662;Médio;Sim;4555.47;41.89;Divorciado;Estudante;1;19
4663;Superior;Não;2790.21;30.89;Casado;Engenheiro;1;25
4664;Médio;Sim;1869.12;73.3;Casado;Artista;3;3
4665;Fundamental;Sim;7440.81;30.29;Casado;Empresário;1;8
4666;Médio;Sim;5993.27;60.22;Viúvo;Advogado;0;12
4667;Superior;Sim;8264.09;57.54;Divorciado;Médico;1;23
4668;Fundamental;Sim;7774.75;30.26;Solteiro;Médico;2;8
4669;Médio;Sim;1922.97;38.14;Divorciado;Artista;2;3
4670;Médio;Sim;7659.58;70.55;Casado;Outros;0;6
4671;Médio;Sim;6299.09;36.14;Casado;Empresário;0;12
4672;Médio;Sim;1409.78;52.76;Solteiro;Advogado;1;18
4673;Superior;Não;5990.83;24.94;Casado;Engenheiro;0;1
4674;Fundamental;Não;8452.81;23.11;Casado;Estudante;0;19
4675;Pós-Graduação;Não;3663.55;76.38;Viúvo;Professor;1;17
4676;Fundamental;Sim;7719.17;75.15;Solteiro;Artista;1;19
4677;Pós-Graduação;Não;9344.23;57.92;Solteiro;Professor;1;22
4678;Pós-Graduação;Não;4348.53;26.95;Solteiro;Engenheiro;2;9
4679;Superior;Não;2992.11;69.96;Solteiro;Engenheiro;0;5
4680;Médio;Não;9049.52;68.94;Viúvo;Estudante;2;3
4681;Médio;Sim;9800.38;72.93;Viúvo;Outros;2;4
4682;Fundamental;Sim;8560.89;31.08;Divorciado;Advogado;1;18
4683;Fundamental;Sim;4213.32;32.88;Casado;Professor;0;27
4684;Pós-Graduação;Sim;7276.83;53.24;Divorciado;Outros;0;25
4685;Superior;Sim;2483.27;78.15;Divorciado;Estudante;1;20
4686;Médio;Sim;7056.64;24.93;Divorciado;Outros;0;17
4687;Superior;Sim;4121.62;49.79;Solteiro;Professor;0;26
4688;Médio;Não;3088.52;72.3;Solteiro;Engenheiro;3;22
4689;Fundamental;Sim;5256.39;35.04;Solteiro;Advogado;3;22
4690;Pós-Graduação;Sim;2565.65;67.8;Solteiro;Empresário;2;9
4691;Pós-Graduação;Sim;2300.76;28.97;Casado;Advogado;2;22
4692;Fundamental;Sim;4363.24;32.17;Divorciado;Estudante;3;11
4693;Superior;Sim;5814.38;43.76;Casado;Engenheiro;2;24
4694;Médio;Sim;3526.9;65.37;Solteiro;Empresário;3;8
4695;Fundamental;Sim;5634.68;71.63;Divorciado;Advogado;2;24
4696;Fundamental;Sim;6485.23;41.58;Casado;Médico;0;24
4697;Fundamental;Não;7705.57;52.89;Solteiro;Empresário;1;2
4698;Médio;Sim;6866.46;18.79;Divorciado;Outros;3;9
4699;Superior;Não;1805.65;37.64;Casado;Médico;3;6
4700;Médio;Sim;4828.7;40.89;Casado;Estudante;2;14
4701;Superior;Sim;3509.82;62.87;Casado;Artista;3;10
4702;Médio;Sim;4659.85;18.17;Solteiro;Estudante;2;8
4703;Fundamental;Sim;4569.96;74.01;Viúvo;Artista;3;4
4704;Médio;Não;8521.58;30.55;Viúvo;Estudante;0;14
4705;Médio;Não;7620.16;28.85;Viúvo;Empresário;3;11
4706;Pós-Graduação;Sim;9909.41;67.56;Casado;Engenheiro;2;18
4707;Pós-Graduação;Não;8691.36;19.38;Divorciado;Outros;1;20
4708;Fundamental;Não;7522.29;72.04;Solteiro;Professor;3;3
4709;Fundamental;Não;8901.01;68.41;Divorciado;Estudante;2;20
4710;Superior;Não;8682.37;77.63;Solteiro;Engenheiro;0;21
4711;Fundamental;Não;5506.51;73.35;Divorciado;Médico;3;5
4712;Fundamental;Não;2484.18;32.15;Solteiro;Artista;3;8
4713;Superior;Não;2658.41;63.55;Divorciado;Engenheiro;2;6
4714;Fundamental;Não;8881.41;59.05;Solteiro;Professor;3;5
4715;Superior;Sim;1903.86;42.39;Solteiro;Professor;2;10
4716;Médio;Não;1591.56;42.98;Divorciado;Médico;0;13
4717;Fundamental;Não;3533.5;77.08;Casado;Artista;0;10
4718;Superior;Sim;2341.83;35.56;Divorciado;Outros;3;16
4719;Superior;Não;4500.36;44.9;Viúvo;Outros;3;21
4720;Superior;Não;8616.89;46.79;Solteiro;Advogado;1;3
4721;Médio;Sim;3625.68;64.91;Viúvo;Advogado;3;5
4722;Pós-Graduação;Sim;7122.84;61.57;Casado;Professor;3;26
4723;Médio;Sim;3192.29;35.66;Casado;Empresário;0;15
4724;Superior;Sim;2823.54;49.87;Viúvo;Engenheiro;1;15
4725;Médio;Não;7678.95;31.2;Divorciado;Estudante;0;15
4726;Médio;Não;5180.47;76.17;Solteiro;Médico;2;14
4727;Fundamental;Não;7046.55;31.62;Divorciado;Empresário;2;6
4728;Superior;Não;8735.88;32.42;Divorciado;Médico;0;10
